,totalSales,featuresVector
282,170.4448,"[14.5,1.0,0.102999154,0.0,169.9448,33.0,2.0,1.0,1.0]"
283,171.1106,"[10.5,0.0,0.045655118,2.0,169.8106,20.0,1.0,3.0,1.0]"
284,171.1106,"[17.0,0.0,0.237651344,0.0,170.2106,33.0,2.0,1.0,1.0]"
285,171.7764,"[5.365,1.0,0.234733477,15.0,173.4764,20.0,1.0,3.0,1.0]"
286,171.7764,"[5.365,1.0,0.245542627,15.0,172.2764,33.0,2.0,1.0,1.0]"
287,171.7764,"[5.73,0.0,0.075943184,8.0,85.5882,20.0,1.0,3.0,1.0]"
288,171.7764,"[7.895,1.0,0.061124626,14.0,58.5588,31.0,3.0,3.0,0.0]"
289,171.7764,"[8.18,1.0,0.082867689,3.0,58.5588,11.0,1.0,2.0,0.0]"
290,171.7764,"[13.15,1.0,0.289522833,0.0,172.0764,33.0,2.0,1.0,1.0]"
291,171.7764,"[18.35,1.0,0.15783357,0.0,87.5882,20.0,1.0,3.0,1.0]"
292,173.108,"[7.67,0.0,0.185889129,2.0,35.4216,11.0,1.0,2.0,0.0]"
293,173.108,"[15.5,0.0,0.053589594,8.0,44.177,9.0,0.0,3.0,3.0]"
294,173.108,"[17.75,0.0,0.128532558,15.0,34.2216,33.0,2.0,1.0,1.0]"
295,173.108,"[19.6,0.0,0.047897663,7.0,44.677,21.0,2.0,1.0,0.0]"
296,173.7738,"[16.0,1.0,0.115570552,0.0,57.5246,14.0,2.0,2.0,0.0]"
297,174.4396,"[19.7,0.0,0.113669629,5.0,89.0198,33.0,2.0,1.0,1.0]"
298,175.1054,"[15.6,0.0,0.042179884,1.0,174.7054,20.0,1.0,3.0,1.0]"
299,175.1054,"[15.6,0.0,0.044122209,1.0,173.8054,33.0,2.0,1.0,1.0]"
300,175.7712,"[5.785,1.0,0.0901292,0.0,89.8856,20.0,1.0,3.0,1.0]"
301,175.7712,"[10.195,0.0,0.041907414,1.0,43.8428,31.0,3.0,3.0,0.0]"
302,175.7712,"[12.85,0.0,0.213125482,1.0,44.9428,33.0,2.0,1.0,1.0]"
303,175.7712,"[14.3,1.0,0.109144085,0.0,88.2856,20.0,1.0,3.0,1.0]"
304,175.7712,"[17.6,0.0,0.170213676,4.0,89.5856,33.0,2.0,1.0,1.0]"
305,176.437,"[6.69,1.0,0.064625342,9.0,176.937,33.0,2.0,1.0,1.0]"
306,176.437,"[9.0,0.0,0.114243048,1.0,174.937,33.0,2.0,1.0,1.0]"
307,176.437,"[9.8,0.0,0.178622919,0.0,177.937,20.0,1.0,3.0,1.0]"
308,176.437,"[12.3,0.0,0.186250852,6.0,37.2874,20.0,1.0,3.0,1.0]"
309,177.1028,"[7.97,1.0,0.070017381,9.0,89.3514,33.0,2.0,1.0,1.0]"
310,177.1028,"[15.5,1.0,0.210375806,0.0,178.2028,20.0,1.0,3.0,1.0]"
311,177.7686,"[11.6,0.0,0.031069203,5.0,179.6686,33.0,2.0,1.0,1.0]"
312,177.7686,"[12.3,1.0,0.0,1.0,57.3562,31.0,3.0,3.0,0.0]"
313,178.4344,"[5.925,1.0,0.161466534,4.0,45.5086,20.0,1.0,3.0,1.0]"
314,179.766,"[15.7,0.0,0.075661985,3.0,181.366,20.0,1.0,3.0,1.0]"
315,179.766,"[15.7,0.0,0.079146113,3.0,181.466,33.0,2.0,1.0,1.0]"
316,179.766,"[19.7,0.0,0.136417078,6.0,179.766,33.0,2.0,1.0,1.0]"
317,180.4318,"[13.1,1.0,0.0,0.0,178.5318,33.0,2.0,1.0,1.0]"
318,180.4318,"[19.2,0.0,0.058893461,1.0,178.9318,20.0,1.0,3.0,1.0]"
319,181.0976,"[7.27,1.0,0.02076385,5.0,89.0488,31.0,3.0,3.0,0.0]"
320,181.0976,"[11.15,0.0,0.0,4.0,44.7744,16.0,1.0,2.0,0.0]"
321,181.0976,"[13.15,0.0,0.061381589,3.0,179.9976,20.0,1.0,3.0,1.0]"
322,181.0976,"[13.15,0.0,0.064208126,3.0,180.1976,33.0,2.0,1.0,1.0]"
323,181.0976,"[15.85,1.0,0.061045133,9.0,44.7744,31.0,3.0,3.0,0.0]"
324,181.0976,"[20.0,1.0,0.028238317,0.0,46.3744,9.0,0.0,3.0,3.0]"
325,181.7634,"[15.7,0.0,0.065188619,8.0,181.1634,33.0,2.0,1.0,1.0]"
326,182.4292,"[7.405,0.0,0.02556185,5.0,89.7146,20.0,1.0,3.0,1.0]"
327,182.4292,"[9.3,0.0,0.11178154,3.0,182.3292,20.0,1.0,3.0,1.0]"
328,182.4292,"[17.7,0.0,0.153741385,4.0,182.6292,33.0,2.0,1.0,1.0]"
329,183.095,"[20.5,0.0,0.143283608,2.0,37.919,21.0,2.0,1.0,0.0]"
330,183.7608,"[6.92,1.0,0.131458247,14.0,90.5804,9.0,0.0,3.0,3.0]"
331,183.7608,"[10.695,0.0,0.057909547,0.0,60.4536,16.0,1.0,2.0,0.0]"
332,183.7608,"[21.25,0.0,0.016735879,9.0,185.2608,20.0,1.0,3.0,1.0]"
333,184.4266,"[17.7,0.0,0.195068226,1.0,185.4266,20.0,1.0,3.0,1.0]"
334,185.0924,"[17.7,1.0,0.23653561,13.0,184.1924,33.0,2.0,1.0,1.0]"
335,185.7582,"[7.42,1.0,0.0,15.0,184.3582,33.0,2.0,1.0,1.0]"
336,185.7582,"[7.42,1.0,0.036109859,15.0,186.5582,20.0,1.0,3.0,1.0]"
337,185.7582,"[8.63,0.0,0.054443762,1.0,184.6582,33.0,2.0,1.0,1.0]"
338,185.7582,"[15.1,1.0,0.157154813,0.0,62.2194,20.0,1.0,3.0,1.0]"
339,186.424,"[9.8,0.0,0.02316823,8.0,47.506,20.0,1.0,3.0,1.0]"
340,186.424,"[12.85,0.0,0.169139066,3.0,46.406,9.0,0.0,3.0,3.0]"
341,186.424,"[20.25,1.0,0.171938781,5.0,92.512,20.0,1.0,3.0,1.0]"
342,187.0898,"[6.61,1.0,0.04855968,1.0,188.4898,20.0,1.0,3.0,1.0]"
343,187.7556,"[20.6,0.0,0.041063069,0.0,93.5778,33.0,2.0,1.0,1.0]"
344,188.4214,"[14.85,0.0,0.0,5.0,187.7214,20.0,1.0,3.0,1.0]"
345,188.4214,"[16.7,1.0,0.117026714,6.0,189.2214,20.0,1.0,3.0,1.0]"
346,188.4214,"[19.0,1.0,0.10985775,0.0,188.8214,20.0,1.0,3.0,1.0]"
347,189.0872,"[13.5,0.0,0.164966345,8.0,189.4872,33.0,2.0,1.0,1.0]"
348,189.0872,"[19.0,1.0,0.162882227,3.0,46.8718,20.0,1.0,3.0,1.0]"
349,189.753,"[10.3,1.0,0.098464979,0.0,188.653,20.0,1.0,3.0,1.0]"
350,190.4188,"[11.3,1.0,0.091310237,9.0,96.9094,20.0,1.0,3.0,1.0]"
351,190.4188,"[21.35,0.0,0.136119549,0.0,94.1094,33.0,2.0,1.0,1.0]"
352,191.0846,"[14.8,0.0,0.13564792,9.0,190.8846,20.0,1.0,3.0,1.0]"
353,191.0846,"[16.1,0.0,0.039463564,8.0,189.9846,20.0,1.0,3.0,1.0]"
354,191.7504,"[5.59,1.0,0.094741514,1.0,63.1168,20.0,1.0,3.0,1.0]"
355,191.7504,"[19.6,1.0,0.07278643,3.0,49.4376,33.0,2.0,1.0,1.0]"
356,193.082,"[17.6,1.0,0.03922186,1.0,97.241,21.0,2.0,1.0,0.0]"
357,193.082,"[17.6,1.0,0.065649353,1.0,94.841,20.0,1.0,3.0,1.0]"
358,193.7478,"[11.3,0.0,0.116750407,2.0,195.2478,33.0,2.0,1.0,1.0]"
359,193.7478,"[12.15,0.0,0.066351687,9.0,65.0826,33.0,2.0,1.0,1.0]"
360,194.4136,"[6.8,0.0,0.03749705,6.0,49.9034,21.0,2.0,1.0,0.0]"
361,194.4136,"[9.3,0.0,0.04774013,6.0,195.0136,20.0,1.0,3.0,1.0]"
362,194.4136,"[14.7,0.0,0.072444983,0.0,48.6034,16.0,1.0,2.0,0.0]"
363,194.4136,"[14.7,0.0,0.121012632,0.0,49.4034,20.0,1.0,3.0,1.0]"
364,194.4136,"[15.2,0.0,0.020280476,7.0,49.1034,20.0,1.0,3.0,1.0]"
365,195.7452,"[6.905,1.0,0.063850971,4.0,97.2726,20.0,1.0,3.0,1.0]"
366,195.7452,"[7.235,0.0,0.167316771,1.0,197.5452,20.0,1.0,3.0,1.0]"
367,195.7452,"[11.85,0.0,0.222063351,4.0,99.6726,20.0,1.0,3.0,1.0]"
368,196.411,"[10.195,1.0,0.0218126,9.0,194.711,33.0,2.0,1.0,1.0]"
369,196.411,"[14.15,0.0,0.015397129,2.0,194.911,33.0,2.0,1.0,1.0]"
370,196.411,"[15.1,0.0,0.0,1.0,197.211,20.0,1.0,3.0,1.0]"
371,196.411,"[16.35,0.0,0.158562708,2.0,194.711,33.0,2.0,1.0,1.0]"
372,196.411,"[17.25,0.0,0.0,3.0,37.5822,20.0,1.0,3.0,1.0]"
373,197.0768,"[12.5,0.0,0.031549131,7.0,99.0384,20.0,1.0,3.0,1.0]"
374,197.0768,"[15.35,0.0,0.168780127,8.0,197.8768,33.0,2.0,1.0,1.0]"
375,197.7426,"[13.0,1.0,0.139785104,5.0,196.2426,20.0,1.0,3.0,1.0]"
376,198.4084,"[12.0,1.0,0.0,9.0,98.2042,33.0,2.0,1.0,1.0]"
377,198.4084,"[14.6,0.0,0.045002624,2.0,196.5084,33.0,2.0,1.0,1.0]"
378,198.4084,"[18.75,0.0,0.041740624,4.0,98.3042,33.0,2.0,1.0,1.0]"
379,199.74,"[6.44,0.0,0.132590283,10.0,98.17,20.0,1.0,3.0,1.0]"
380,199.74,"[7.84,1.0,0.154120252,5.0,51.935,9.0,0.0,3.0,3.0]"
381,199.74,"[8.1,1.0,0.134870732,5.0,41.948,9.0,0.0,3.0,3.0]"
382,199.74,"[8.985,0.0,0.32111501,0.0,100.77,33.0,2.0,1.0,1.0]"
383,199.74,"[9.105,0.0,0.038699553,2.0,33.79,11.0,1.0,2.0,0.0]"
384,199.74,"[17.25,1.0,0.125734578,14.0,41.748,9.0,0.0,3.0,3.0]"
385,201.0716,"[18.6,0.0,0.152058281,14.0,99.9358,21.0,2.0,1.0,0.0]"
386,202.4032,"[9.195,1.0,0.214139786,0.0,102.4016,33.0,2.0,1.0,1.0]"
387,202.4032,"[11.35,1.0,0.0,1.0,101.5016,21.0,2.0,1.0,0.0]"
388,203.7348,"[16.1,1.0,0.160379061,3.0,33.6558,9.0,0.0,3.0,3.0]"
389,203.7348,"[16.75,1.0,0.013711274,5.0,100.2674,20.0,1.0,3.0,1.0]"
390,203.7348,"[16.75,1.0,0.014342659,5.0,103.7674,33.0,2.0,1.0,1.0]"
391,205.0664,"[14.5,1.0,0.128235818,6.0,104.1332,14.0,2.0,2.0,0.0]"
392,205.0664,"[14.5,1.0,0.214681063,6.0,102.7332,20.0,1.0,3.0,1.0]"
393,205.0664,"[15.3,0.0,0.038460297,2.0,104.0332,20.0,1.0,3.0,1.0]"
394,206.398,"[5.19,1.0,0.077480627,9.0,101.399,33.0,2.0,1.0,1.0]"
395,207.7296,"[8.5,0.0,0.171383506,5.0,50.5324,33.0,2.0,1.0,1.0]"
396,207.7296,"[17.75,0.0,0.073524776,15.0,34.8216,19.0,0.0,1.0,0.0]"
397,207.7296,"[20.85,1.0,0.094512029,10.0,104.5648,20.0,1.0,3.0,1.0]"
398,209.0612,"[7.785,0.0,0.244338986,4.0,105.9306,33.0,2.0,1.0,1.0]"
399,209.727,"[8.88,0.0,0.165073642,2.0,207.727,20.0,1.0,3.0,1.0]"
400,209.727,"[14.5,1.0,0.041482394,5.0,40.0454,11.0,1.0,2.0,0.0]"
401,209.727,"[17.6,0.0,0.05661033,3.0,41.7454,11.0,1.0,2.0,0.0]"
402,210.3928,"[6.785,1.0,0.04022593,1.0,210.9928,33.0,2.0,1.0,1.0]"
403,210.3928,"[8.85,0.0,0.016006626,2.0,105.6964,31.0,3.0,3.0,0.0]"
404,210.3928,"[8.85,0.0,0.026814124,2.0,103.7964,20.0,1.0,3.0,1.0]"
405,210.3928,"[8.85,0.0,0.028048877,2.0,106.1964,33.0,2.0,1.0,1.0]"
406,211.7244,"[20.0,1.0,0.182236555,5.0,107.1622,33.0,2.0,1.0,1.0]"
407,213.056,"[8.575,0.0,0.041821227,8.0,107.628,33.0,2.0,1.0,1.0]"
408,213.056,"[16.35,0.0,0.023402893,12.0,108.228,33.0,2.0,1.0,1.0]"
409,213.056,"[17.85,0.0,0.019671473,1.0,214.756,33.0,2.0,1.0,1.0]"
410,214.3876,"[15.5,0.0,0.057556998,6.0,107.6938,33.0,2.0,1.0,1.0]"
411,215.7192,"[8.42,0.0,0.123557061,2.0,216.6192,33.0,2.0,1.0,1.0]"
412,215.7192,"[9.195,1.0,0.130657442,9.0,106.4596,20.0,1.0,3.0,1.0]"
413,215.7192,"[14.0,0.0,0.052691046,0.0,216.3192,33.0,2.0,1.0,1.0]"
414,215.7192,"[16.6,0.0,0.027133398,7.0,106.2596,20.0,1.0,3.0,1.0]"
415,216.385,"[19.6,0.0,0.083862625,7.0,44.077,33.0,2.0,1.0,1.0]"
416,217.0508,"[14.6,1.0,0.075215349,0.0,108.4254,33.0,2.0,1.0,1.0]"
417,218.3824,"[8.97,0.0,0.162856593,2.0,54.5956,33.0,2.0,1.0,1.0]"
418,218.3824,"[15.2,0.0,0.037131628,5.0,216.4824,33.0,2.0,1.0,1.0]"
419,218.3824,"[16.7,0.0,0.122896411,0.0,111.1912,33.0,2.0,1.0,1.0]"
420,219.0482,"[7.855,1.0,0.129425145,4.0,219.3482,33.0,2.0,1.0,1.0]"
421,219.714,"[12.35,1.0,0.064441812,0.0,110.957,20.0,1.0,3.0,1.0]"
422,219.714,"[18.2,0.0,0.161817014,0.0,37.819,16.0,1.0,2.0,0.0]"
423,221.0456,"[6.26,0.0,0.052593952,2.0,111.0228,20.0,1.0,3.0,1.0]"
424,221.0456,"[14.65,0.0,0.019592289,12.0,56.9614,33.0,2.0,1.0,1.0]"
425,221.7114,"[16.75,1.0,0.014998914,9.0,72.4038,33.0,2.0,1.0,1.0]"
426,222.3772,"[17.1,0.0,0.224837308,0.0,112.7886,33.0,2.0,1.0,1.0]"
427,223.7088,"[7.05,1.0,0.097275777,10.0,223.9088,33.0,2.0,1.0,1.0]"
428,223.7088,"[11.65,1.0,0.019117392,9.0,110.6544,33.0,2.0,1.0,1.0]"
429,223.7088,"[15.6,0.0,0.13575135,6.0,111.5544,20.0,1.0,3.0,1.0]"
430,223.7088,"[16.85,1.0,0.133385398,1.0,109.8544,20.0,1.0,3.0,1.0]"
431,223.7088,"[17.75,0.0,0.132995494,6.0,113.5544,33.0,2.0,1.0,1.0]"
432,223.7088,"[19.35,1.0,0.031069993,1.0,112.0544,20.0,1.0,3.0,1.0]"
433,223.7088,"[20.6,0.0,0.070933894,2.0,74.8696,31.0,3.0,3.0,0.0]"
434,225.0404,"[12.15,0.0,0.242768664,7.0,226.5404,20.0,1.0,3.0,1.0]"
435,225.7062,"[16.35,1.0,0.104463896,0.0,227.1062,20.0,1.0,3.0,1.0]"
436,227.7036,"[13.8,1.0,0.107469819,0.0,77.8012,20.0,1.0,3.0,1.0]"
437,227.7036,"[16.5,0.0,0.012689327,7.0,39.7506,9.0,0.0,3.0,3.0]"
438,227.7036,"[20.7,0.0,0.048718334,0.0,38.7506,31.0,3.0,3.0,0.0]"
439,228.3694,"[6.78,1.0,0.150238656,0.0,229.3694,33.0,2.0,1.0,1.0]"
440,229.0352,"[7.36,0.0,0.087559621,3.0,55.2588,20.0,1.0,3.0,1.0]"
441,229.0352,"[7.895,1.0,0.107110465,14.0,55.5588,33.0,2.0,1.0,1.0]"
442,229.701,"[6.86,0.0,0.061155983,2.0,228.401,20.0,1.0,3.0,1.0]"
443,229.701,"[11.8,0.0,0.0,0.0,46.5402,20.0,1.0,3.0,1.0]"
444,229.701,"[12.1,0.0,0.052749199,5.0,74.967,33.0,2.0,1.0,1.0]"
445,229.701,"[14.8,0.0,0.078576075,8.0,78.467,33.0,2.0,1.0,1.0]"
446,229.701,"[15.6,0.0,0.2047,3.0,76.867,33.0,2.0,1.0,1.0]"
447,230.3668,"[7.235,0.0,0.058083831,1.0,113.6834,31.0,3.0,3.0,0.0]"
448,230.3668,"[9.5,1.0,0.221856492,3.0,231.8668,20.0,1.0,3.0,1.0]"
449,231.6984,"[10.1,0.0,0.093862362,2.0,115.9492,20.0,1.0,3.0,1.0]"
450,231.6984,"[14.3,0.0,0.130390458,6.0,77.2328,14.0,2.0,2.0,0.0]"
451,231.6984,"[14.3,0.0,0.131152799,6.0,78.6328,11.0,1.0,2.0,0.0]"
452,233.03,"[13.85,1.0,0.094265737,14.0,233.93,20.0,1.0,3.0,1.0]"
453,234.3616,"[8.185,0.0,0.06780958,0.0,118.1808,33.0,2.0,1.0,1.0]"
454,234.3616,"[10.195,1.0,0.078758649,0.0,116.3808,33.0,2.0,1.0,1.0]"
455,237.6906,"[7.5,0.0,0.054610829,3.0,237.1906,20.0,1.0,3.0,1.0]"
456,237.6906,"[10.195,0.0,0.051871718,10.0,35.3558,9.0,0.0,3.0,3.0]"
457,238.3564,"[20.1,0.0,0.060672263,2.0,119.8782,33.0,2.0,1.0,1.0]"
458,239.688,"[10.3,1.0,0.050028809,5.0,80.096,31.0,3.0,3.0,0.0]"
459,241.0196,"[6.59,0.0,0.043828293,2.0,121.4098,20.0,1.0,3.0,1.0]"
460,241.6854,"[11.8,0.0,0.058451805,7.0,79.9618,33.0,0.0,3.0,2.0]"
461,242.3512,"[7.35,1.0,0.024044279,0.0,241.0512,20.0,1.0,3.0,1.0]"
462,243.6828,"[11.6,1.0,0.132111921,3.0,82.2276,20.0,1.0,3.0,1.0]"
463,243.6828,"[12.6,0.0,0.064110725,7.0,122.3414,21.0,2.0,1.0,0.0]"
464,243.6828,"[15.0,0.0,0.077622622,10.0,121.8414,20.0,1.0,3.0,1.0]"
465,243.6828,"[19.1,0.0,0.045378573,4.0,42.4138,19.0,0.0,1.0,0.0]"
466,245.0144,"[20.35,0.0,0.248301532,1.0,124.1072,33.0,2.0,1.0,1.0]"
467,245.6802,"[13.8,0.0,0.097251621,4.0,245.7802,20.0,1.0,3.0,1.0]"
468,245.6802,"[18.6,0.0,0.065771529,3.0,245.7802,20.0,1.0,3.0,1.0]"
469,246.346,"[12.15,0.0,0.011835436,12.0,121.373,33.0,2.0,1.0,1.0]"
470,246.346,"[20.25,0.0,0.103188491,2.0,244.346,33.0,2.0,1.0,1.0]"
471,247.0118,"[6.675,0.0,0.021710275,2.0,34.9874,16.0,1.0,2.0,0.0]"
472,247.0118,"[11.3,0.0,0.094460314,6.0,245.3118,20.0,1.0,3.0,1.0]"
473,247.6776,"[17.25,1.0,0.278730642,0.0,63.2194,33.0,2.0,1.0,1.0]"
474,247.6776,"[20.7,1.0,0.16767231,0.0,124.2388,20.0,1.0,3.0,1.0]"
475,249.0092,"[8.0,1.0,0.050657232,10.0,249.9092,20.0,1.0,3.0,1.0]"
476,249.0092,"[12.6,1.0,0.036773101,0.0,250.3092,20.0,1.0,3.0,1.0]"
477,249.0092,"[18.25,0.0,0.075501241,1.0,123.1046,9.0,0.0,3.0,3.0]"
478,249.0092,"[20.2,0.0,0.196659953,2.0,125.8046,33.0,2.0,1.0,1.0]"
479,250.3408,"[4.805,1.0,0.066006824,4.0,126.2704,33.0,2.0,1.0,1.0]"
480,250.3408,"[15.6,0.0,0.063081713,1.0,125.7704,20.0,1.0,3.0,1.0]"
481,251.6724,"[12.15,0.0,0.062541552,13.0,34.3532,9.0,0.0,3.0,3.0]"
482,251.6724,"[12.15,0.0,0.062640143,13.0,36.6532,11.0,1.0,2.0,0.0]"
483,251.6724,"[15.7,0.0,0.12898088,6.0,250.4724,33.0,2.0,1.0,1.0]"
484,251.6724,"[17.25,0.0,0.19875618,2.0,250.7724,33.0,2.0,1.0,1.0]"
485,253.004,"[9.8,1.0,0.14118383,6.0,50.5008,9.0,0.0,3.0,3.0]"
486,253.004,"[12.5,0.0,0.0,13.0,127.102,11.0,1.0,2.0,0.0]"
487,253.004,"[17.85,0.0,0.074422769,1.0,128.002,20.0,1.0,3.0,1.0]"
488,253.6698,"[9.195,1.0,0.0,3.0,83.7566,33.0,2.0,1.0,1.0]"
489,253.6698,"[17.1,0.0,0.094910421,10.0,84.5566,33.0,2.0,1.0,1.0]"
490,254.3356,"[12.6,1.0,0.123727659,4.0,253.0356,20.0,1.0,3.0,1.0]"
491,254.3356,"[20.35,0.0,0.068753558,2.0,127.9678,33.0,2.0,1.0,1.0]"
492,255.0014,"[13.0,0.0,0.073229342,2.0,254.1014,33.0,2.0,1.0,1.0]"
493,255.6672,"[5.175,0.0,0.03736783,5.0,86.9224,31.0,3.0,3.0,0.0]"
494,255.6672,"[9.395,1.0,0.109713464,8.0,41.3112,11.0,1.0,2.0,0.0]"
495,255.6672,"[15.85,0.0,0.020571083,2.0,41.6112,9.0,0.0,3.0,3.0]"
496,256.333,"[5.82,1.0,0.135375727,0.0,256.133,33.0,2.0,1.0,1.0]"
497,256.333,"[18.2,0.0,0.161458973,0.0,37.819,14.0,2.0,2.0,0.0]"
498,256.9988,"[16.75,0.0,0.0,0.0,258.3988,33.0,2.0,1.0,1.0]"
499,258.3304,"[7.825,0.0,0.139419417,9.0,66.0826,33.0,2.0,1.0,1.0]"
500,258.3304,"[11.5,0.0,0.290430317,0.0,130.6652,20.0,1.0,3.0,1.0]"
501,258.3304,"[12.15,0.0,0.063430788,9.0,65.4826,20.0,1.0,3.0,1.0]"
502,259.662,"[8.5,0.0,0.098438394,5.0,51.1324,11.0,1.0,2.0,0.0]"
503,259.662,"[9.6,0.0,0.086145867,1.0,258.362,20.0,1.0,3.0,1.0]"
504,259.662,"[10.3,1.0,0.018623146,1.0,87.854,20.0,1.0,3.0,1.0]"
505,259.662,"[14.0,0.0,0.028838938,7.0,129.331,31.0,3.0,3.0,0.0]"
506,260.9936,"[6.11,1.0,0.0,0.0,131.2968,20.0,1.0,3.0,1.0]"
507,261.6594,"[15.25,0.0,0.044539371,1.0,85.3198,20.0,1.0,3.0,1.0]"
508,262.3252,"[5.465,1.0,0.0,6.0,132.5626,9.0,0.0,3.0,3.0]"
509,262.3252,"[11.5,0.0,0.029529474,7.0,132.6626,20.0,1.0,3.0,1.0]"
510,262.3252,"[12.8,0.0,0.116527666,13.0,261.4252,20.0,1.0,3.0,1.0]"
511,262.991,"[7.935,0.0,0.055566935,2.0,263.591,33.0,2.0,1.0,1.0]"
512,262.991,"[8.945,1.0,0.153456703,4.0,264.091,33.0,2.0,1.0,1.0]"
513,263.6568,"[10.895,0.0,0.059834024,0.0,133.5284,20.0,1.0,3.0,1.0]"
514,263.6568,"[16.0,1.0,0.099832728,3.0,87.4856,11.0,1.0,2.0,0.0]"
515,263.6568,"[18.5,0.0,0.056816465,12.0,132.1284,20.0,1.0,3.0,1.0]"
516,263.6568,"[18.85,0.0,0.055671582,6.0,133.3284,11.0,1.0,2.0,0.0]"
517,264.3226,"[6.825,0.0,0.100171568,7.0,262.7226,20.0,1.0,3.0,1.0]"
518,264.9884,"[6.465,0.0,0.208397715,5.0,265.2884,20.0,1.0,3.0,1.0]"
519,264.9884,"[19.85,0.0,0.008762556,4.0,266.6884,20.0,1.0,3.0,1.0]"
520,265.6542,"[5.425,1.0,0.2004264,6.0,88.8514,33.0,2.0,1.0,1.0]"
521,265.6542,"[15.75,0.0,0.166513779,4.0,38.0506,9.0,0.0,3.0,3.0]"
522,265.6542,"[15.85,1.0,0.110030997,3.0,37.2506,21.0,2.0,1.0,0.0]"
523,265.6542,"[20.7,0.0,0.048957533,0.0,37.8506,9.0,0.0,3.0,3.0]"
524,265.6542,"[20.85,1.0,0.062321222,6.0,87.2514,19.0,0.0,1.0,0.0]"
525,269.649,"[11.65,0.0,0.173904193,4.0,52.3298,31.0,3.0,3.0,0.0]"
526,270.3148,"[15.85,0.0,0.043226398,13.0,37.5164,14.0,2.0,2.0,0.0]"
527,271.6464,"[6.115,1.0,0.019912606,3.0,91.0488,33.0,2.0,1.0,1.0]"
528,272.978,"[14.1,0.0,0.198316649,6.0,54.3956,33.0,2.0,1.0,1.0]"
529,275.6412,"[6.92,1.0,0.131665479,14.0,91.8804,11.0,1.0,2.0,0.0]"
530,275.6412,"[11.8,0.0,0.122289654,0.0,46.3402,11.0,1.0,2.0,0.0]"
531,276.9728,"[12.35,0.0,0.041729735,7.0,36.3216,14.0,2.0,2.0,0.0]"
532,277.6386,"[18.35,0.0,0.173527068,0.0,92.0462,33.0,2.0,1.0,1.0]"
533,277.6386,"[20.2,0.0,0.124261614,2.0,93.6462,20.0,1.0,3.0,1.0]"
534,279.636,"[10.65,0.0,0.0,0.0,57.1272,14.0,2.0,2.0,0.0]"
535,279.636,"[17.25,0.0,0.035057688,4.0,91.612,14.0,2.0,2.0,0.0]"
536,280.9676,"[10.195,1.0,0.245483691,3.0,141.8838,20.0,1.0,3.0,1.0]"
537,280.9676,"[12.8,1.0,0.190569038,10.0,138.7838,20.0,1.0,3.0,1.0]"
538,280.9676,"[17.1,1.0,0.078347922,5.0,141.8838,20.0,1.0,3.0,1.0]"
539,282.2992,"[9.8,1.0,0.045258247,6.0,35.9874,14.0,2.0,2.0,0.0]"
540,282.2992,"[13.5,0.0,0.055075504,7.0,33.3874,19.0,0.0,1.0,0.0]"
541,282.2992,"[19.25,1.0,0.034841089,5.0,141.1496,9.0,0.0,3.0,3.0]"
542,282.965,"[13.65,0.0,0.077169841,7.0,55.593,31.0,3.0,3.0,0.0]"
543,283.6308,"[6.305,1.0,0.123307177,1.0,93.5436,19.0,0.0,1.0,0.0]"
544,283.6308,"[8.6,0.0,0.032754431,7.0,140.5154,9.0,0.0,3.0,3.0]"
545,283.6308,"[10.5,1.0,0.022590318,1.0,140.6154,20.0,1.0,3.0,1.0]"
546,284.9624,"[13.15,0.0,0.05674821,8.0,144.3812,11.0,1.0,2.0,0.0]"
547,284.9624,"[13.15,0.0,0.094450618,8.0,141.4812,20.0,1.0,3.0,1.0]"
548,285.6282,"[15.85,0.0,0.228469522,5.0,93.3094,20.0,1.0,3.0,1.0]"
549,286.294,"[15.35,0.0,0.015676231,12.0,144.047,21.0,2.0,1.0,0.0]"
550,287.6256,"[18.6,1.0,0.17133418,9.0,48.8376,31.0,3.0,3.0,0.0]"
551,288.9572,"[5.46,1.0,0.107036943,0.0,144.2786,14.0,2.0,2.0,0.0]"
552,288.9572,"[5.46,1.0,0.187443314,0.0,145.8786,33.0,2.0,1.0,1.0]"
553,288.9572,"[9.3,0.0,0.14897741,5.0,143.0786,20.0,1.0,3.0,1.0]"
554,288.9572,"[14.0,1.0,0.052040539,4.0,143.1786,33.0,2.0,1.0,1.0]"
555,289.623,"[17.7,0.0,0.0,3.0,98.241,33.0,2.0,1.0,1.0]"
556,291.6204,"[5.655,0.0,0.306542848,8.0,147.3102,33.0,2.0,1.0,1.0]"
557,291.6204,"[6.46,1.0,0.086077865,0.0,143.8102,33.0,2.0,1.0,1.0]"
558,291.6204,"[6.8,0.0,0.03748996,6.0,48.6034,14.0,2.0,2.0,0.0]"
559,291.6204,"[7.075,0.0,0.03777249,3.0,98.0068,20.0,1.0,3.0,1.0]"
560,291.6204,"[14.7,0.0,0.072707309,0.0,49.5034,11.0,1.0,2.0,0.0]"
561,291.6204,"[17.5,1.0,0.012620221,4.0,144.8102,20.0,1.0,3.0,1.0]"
562,292.952,"[15.35,0.0,0.014007727,3.0,38.319,31.0,3.0,3.0,0.0]"
563,293.6178,"[14.0,0.0,0.024213354,2.0,42.4454,33.0,0.0,3.0,2.0]"
